"","LogReg","NaiveBayes","RandForest","NeuralNet","Boosting"
"1",0.777592753125329,0.586823864673003,0.855645457911675,0.631543758775682,0.843142617620651
"2",0.847986582118319,0.674317085960769,0.930008222584822,0.824904377172722,0.902902581657396
"3",0.918918918918919,0.596153846153846,0.952380952380952,0.916666666666667,0.926829268292683
"4",0.855555555555556,0.78021978021978,0.935483870967742,0.845238095238095,0.88
